file	fac1	fac2	fac3	fac4	fac5	fac6
fat000652	0	2	0	2	1	1
fat000653	1	4	0	8	3	0
fat000654	1	3	0	4	1	0
fat000655	0	0	0	7	2	0
fat000656	2	2	0	3	0	1
fat000657	0	3	0	10	0	0
fat000658	1	1	0	8	1	0
fat000659	0	2	0	2	1	0
fat000660	0	0	1	3	1	0
fat000661	1	2	0	7	1	0
fat000662	1	0	0	0	0	0
fat000663	0	1	-1	1	1	0
fat000664	0	2	0	3	2	0
fat000665	0	5	-1	4	1	0
fat000666	1	2	0	3	1	1
fat000667	1	2	0	2	1	0
fat000668	2	6	0	0	2	0
fat000669	0	2	-1	3	0	0
fat000670	1	1	-1	0	0	1
fat000671	0	1	0	0	1	0
fat000672	0	3	-1	3	1	0
fat000673	0	3	0	1	1	0
fat000674	1	1	-1	2	0	0
fat000675	0	3	0	1	0	0
fat000676	0	1	0	5	1	0
fat000677	0	1	0	1	0	1
fat000678	0	2	-1	4	0	0
fat000679	1	0	0	5	1	0
fat000680	-1	3	0	2	1	0
fat000681	2	8	-1	12	3	1
fat000682	0	3	-1	5	0	0
fat000683	0	3	1	3	2	0
fat000684	1	2	0	2	0	1
fat000685	5	1	3	1	2	0
fat000686	0	2	0	7	2	1
fat000687	1	2	1	0	1	0
fat000688	0	1	1	3	1	0
fat000689	1	2	0	0	0	0
fat000690	2	2	-1	12	3	0
fat000691	0	3	1	4	0	0
fat000692	1	1	-1	3	3	0
fat000693	1	0	0	3	9	0
fat000694	0	1	-2	6	0	0
fat000695	0	0	-1	0	0	0
fat000696	1	2	0	5	0	0
fat000697	1	0	1	9	0	0
fat000698	0	5	-1	3	2	1
fat000699	5	4	3	6	0	0
fat000700	0	1	0	3	1	0
fat000701	1	1	0	1	0	0
fat000702	0	1	-1	1	2	1
fat000703	0	1	0	3	1	2
fat000704	4	5	3	3	1	1
fat000705	2	1	1	0	0	0
fat000706	3	2	0	2	0	1
fat000707	1	0	0	1	1	1
fat000708	1	2	0	1	0	0
fat000709	1	0	1	3	1	0
fat000710	3	7	-1	9	7	2
fat000711	2	3	-1	3	2	0
fat000712	0	3	1	0	2	0
fat000713	0	1	0	7	1	0
fat000714	0	9	0	10	3	0
fat000715	2	2	1	3	3	0
fat000716	3	1	1	6	2	1
fat000717	0	1	0	3	2	0
fat000718	0	1	0	3	0	0
fat000719	0	0	0	1	2	0
fat000720	2	2	0	2	1	0
fat000721	0	2	-1	1	0	1
fat000722	0	2	0	2	0	0
fat000723	0	1	0	1	1	0
fat000724	1	3	2	4	1	0
fat000725	4	4	3	3	0	1
fat000726	0	1	0	1	1	0
fat000727	1	1	0	1	1	0
fat000728	2	1	1	5	2	0
fat000729	1	1	0	3	2	0
fat000730	1	5	2	1	1	2
fat000731	1	2	0	6	1	0
fat000732	1	0	0	4	11	0
fat000733	0	1	-2	5	1	0
fat000734	0	3	-1	8	-1	-1
fat000735	1	1	0	11	0	0
fat000736	1	0	-1	10	0	0
fat000737	0	0	-1	8	0	0
fat000738	1	1	-1	11	0	0
fat000739	0	1	0	11	2	0
fat000740	0	4	-1	2	2	0
fat000741	0	1	0	4	1	0
fat000742	0	1	0	5	0	0
fat000743	0	1	0	7	1	0
fat000744	1	0	-1	3	9	0
fat000745	1	0	0	1	1	0
fat000746	5	1	7	1	0	0
fat000747	2	4	-1	0	0	0
fat000748	0	1	0	1	0	1
fat000749	0	3	-1	9	0	0
fat000750	0	1	-1	3	0	0
fat000751	0	1	-1	6	1	0
fat000752	1	2	-1	7	0	0
fat000753	1	2	0	4	1	0
fat000754	0	1	0	10	0	0
fat000755	0	4	-1	7	0	0
fat000756	0	2	0	5	0	0
fat000757	0	0	0	7	0	0
fat000758	0	2	-2	2	0	0
fat000759	0	1	0	13	0	0
fat000760	0	2	-1	9	1	0
fat000761	0	1	-1	9	0	0
fat000762	1	2	0	3	0	0
fat000763	0	3	0	7	0	0
fat000764	1	2	0	8	0	0
fat000765	0	2	0	7	0	0
fat000766	0	1	0	12	1	0
fat000767	1	2	-1	10	0	0
fat000768	0	0	-1	9	0	0
fat000769	0	0	0	8	0	0
fat000770	1	0	0	4	1	0
fat000771	0	1	-1	6	0	0
fat000772	0	2	0	6	1	0
fat000773	0	2	-1	9	1	0
fat000774	0	2	0	10	0	0
fat000775	0	3	0	3	0	1
fat000776	0	1	1	6	0	0
fat000777	1	1	0	4	2	0
fat000778	0	2	-1	3	1	0
fat000779	0	4	-1	3	2	0
fat000780	1	0	0	3	9	0
fat000781	0	2	-3	4	1	0
fat000782	0	5	0	2	1	0
fat000783	0	1	0	8	0	0
fat000784	0	0	0	5	0	0
fat000785	0	2	0	1	0	0
fat000786	0	0	1	2	0	0
fat000787	1	2	0	9	1	0
fat000788	0	0	0	1	0	0
fat000789	0	0	0	6	0	0
fat000790	0	0	0	6	1	0
fat000791	0	0	0	5	0	0
fat000792	1	1	-1	2	2	0
fat000793	0	1	0	7	1	0
fat000794	0	2	0	4	2	0
fat000795	0	2	-1	3	0	0
fat000796	1	0	0	3	9	0
fat000797	0	2	-1	8	0	0
fat000798	2	0	1	5	0	0
fat000799	0	0	0	0	0	0
fat000800	0	2	1	0	2	0
fat000801	3	5	1	0	1	0
fat000802	1	3	0	0	0	0
fat000803	0	4	0	0	0	0
fat000804	1	5	1	0	0	0
fat000805	3	5	2	0	0	0
fat000806	1	2	0	5	1	0
fat000807	0	1	0	6	1	0
fat000808	0	3	0	6	1	0
fat000809	1	4	0	2	1	0
fat000810	0	3	2	1	0	0
fat000811	0	2	0	4	0	0
fat000812	0	2	0	5	0	0
fat000813	0	0	0	5	0	0
fat000814	2	2	-1	7	4	0
fat000815	1	1	0	2	0	0
fat000816	0	1	0	0	2	0
fat000817	0	1	0	4	0	0
fat000818	0	2	-1	3	2	0
fat000819	0	3	0	2	0	0
fat000820	1	2	-1	1	1	0
fat000821	2	1	0	1	2	0
fat000822	1	2	1	0	1	0
fat000823	0	0	-1	1	0	0
fat000824	1	0	0	3	9	0
fat000825	0	1	-2	6	2	0
fat000826	0	2	-1	3	-1	0
fat000827	0	2	-1	3	3	0
fat000828	1	3	-1	3	3	0
fat000829	0	1	0	4	3	0
fat000830	0	8	-2	2	1	1
fat000831	0	3	-1	3	0	1
fat000832	1	0	0	3	9	0
fat000833	0	2	-2	4	1	0
fat000834	0	1	0	5	1	0
fat000835	1	0	-1	6	1	0
fat000836	0	2	0	5	1	0
fat000837	1	0	-1	2	9	0
fat000838	1	2	0	6	0	0
fat000839	0	0	1	0	0	0
fat000840	1	4	0	12	3	0
fat000841	0	5	0	2	1	0
fat000842	0	1	0	6	1	0
fat000843	0	2	0	4	3	0
fat000844	0	1	0	0	1	1
fat000845	1	3	1	2	2	0
fat000846	0	2	-1	4	4	1
fat000847	1	1	0	6	3	0
fat000848	0	1	-1	4	0	0
fat000849	1	3	1	7	0	0
fat000850	0	3	0	2	0	0
fat000851	0	1	0	2	0	1
fat000852	0	2	2	5	1	1
fat000853	0	1	0	6	1	0
fat000854	0	0	-1	4	1	1
fat000855	0	1	0	7	0	0
fat000856	0	1	-1	2	1	1
fat000857	2	4	1	5	1	0
fat000858	1	1	1	4	1	0
fat000859	1	1	0	5	1	0
fat000860	2	2	-1	4	1	2
fat000861	0	1	-1	3	1	0
fat000862	2	5	0	2	1	0
fat000863	1	0	2	3	1	0
fat000864	3	4	-1	5	6	2
fat000865	1	3	-1	2	3	0
fat000866	0	1	-1	0	2	0
fat000867	0	1	0	0	0	0
fat000868	0	3	-1	0	1	1
fat000869	1	1	0	0	0	0
fat000870	1	2	-1	1	1	0
fat000871	0	1	0	2	0	0
fat000872	0	1	1	0	0	0
fat000873	0	0	0	0	1	0
fat000874	0	1	-1	0	0	0
fat000875	0	1	0	0	1	1
fat000876	0	4	0	1	1	1
fat000877	1	1	0	6	3	0
fat000878	0	0	0	6	3	0
fat000879	0	1	0	8	2	0
fat000880	0	0	0	0	0	0
fat000881	0	1	0	3	1	0
fat000882	0	1	1	2	0	0
fat000883	0	2	1	4	0	0
fat000884	0	0	-1	4	2	0
fat000885	1	1	-1	8	1	0
fat000886	1	3	0	5	1	0
fat000887	0	1	0	4	1	0
fat000888	0	4	-1	6	1	0
fat000889	0	2	0	5	1	0
fat000890	1	1	1	6	3	1
fat000891	0	1	0	5	-1	0
fat000892	0	3	0	6	2	0
fat000893	0	1	-1	9	0	1
fat000894	1	0	0	10	1	0
fat000895	0	1	1	5	3	0
fat000896	0	3	1	3	1	0
fat000897	2	2	0	2	0	0
fat000898	0	0	1	1	0	0
fat000899	1	3	2	0	1	0
fat000900	2	1	2	1	0	0
fat000901	3	2	0	0	0	0
fat000902	2	1	-1	2	1	0
fat000903	1	0	-1	2	9	0
fat000904	2	1	0	0	2	0
fat000905	1	4	0	3	3	0
fat000906	1	3	0	6	2	0
fat000907	0	2	0	3	2	0
fat000908	1	3	0	2	1	1
fat000909	2	1	0	2	0	0
fat000910	1	1	0	5	3	0
fat000911	1	2	2	3	0	0
fat000912	1	3	0	10	2	0
fat000913	0	2	1	2	0	1
fat000914	0	1	-1	7	1	0
fat000915	0	2	1	3	1	0
fat000916	2	2	1	4	2	0
fat000917	1	0	0	3	1	0
fat000918	0	1	1	4	0	0
fat000919	1	3	0	1	0	0
fat000920	1	1	0	4	1	0
fat000921	1	4	0	6	2	1
fat000922	0	0	0	1	2	0
fat000923	0	4	0	4	2	0
fat000924	0	0	0	3	1	0
fat000925	0	5	0	5	0	0
fat000926	0	2	0	2	0	0
fat000927	1	1	0	3	1	0
fat000928	0	2	0	6	1	0
fat000929	0	1	0	3	0	0
fat000930	0	2	3	3	0	0
fat000931	0	1	-1	7	3	0
fat000932	1	0	0	1	0	0
fat000933	1	4	0	5	1	0
fat000934	1	0	0	3	9	0
fat000935	3	10	1	16	6	1
fat000936	0	1	0	4	2	0
fat000937	0	3	1	9	3	0
fat000938	0	1	0	1	2	0
fat000939	0	1	0	3	0	0
fat000940	3	0	0	1	0	0
fat000941	1	1	0	0	0	0
fat000942	11	2	1	3	1	0
fat000943	2	3	1	8	1	0
fat000944	1	4	1	8	2	0
fat000945	26	1	0	1	0	0
fat000946	1	6	0	7	3	0
fat000947	2	5	0	11	3	0
fat000948	1	3	0	4	1	0
fat000949	0	2	0	3	0	0
fat000950	0	3	1	7	1	0
fat000951	0	3	0	8	0	0
fat000952	0	1	1	6	1	0
fat000953	0	1	0	10	0	0
fat000954	1	0	0	4	0	1
fat000955	0	5	-1	4	1	0
fat000956	2	2	-1	2	3	1
fat000957	1	2	1	6	1	0
fat000958	3	6	0	3	3	1
fat000959	0	5	0	1	2	1
fat000960	0	5	1	5	1	0
fat000961	2	3	1	2	2	0
fat000962	0	0	1	6	2	0
fat000963	1	2	0	4	2	0
fat000964	0	3	-1	6	0	0
fat000965	1	3	0	3	5	0
fat000966	1	5	1	4	1	0
fat000967	0	3	0	3	0	1
fat000968	1	2	-1	3	1	0
fat000969	1	5	-1	1	0	0
fat000970	0	2	-1	5	0	0
fat000971	3	1	0	2	0	0
fat000972	1	1	-1	0	0	1
fat000973	0	1	0	0	1	0
fat000974	0	1	0	4	0	0
fat000975	0	4	-1	0	1	0
fat000976	0	3	0	3	2	1
fat000977	0	2	0	2	1	0
fat000978	1	3	-1	5	0	0
fat000979	1	3	-1	3	0	0
fat000980	0	3	-1	1	0	0
fat000981	1	1	-1	5	1	0
fat000982	0	1	0	7	1	0
fat000983	0	2	0	1	0	1
fat000984	0	1	0	0	0	1
fat000985	0	3	0	3	0	0
fat000986	0	2	-1	4	0	0
fat000987	1	1	-1	1	0	0
fat000988	1	0	0	9	0	0
fat000989	2	1	0	9	0	0
fat000990	0	0	0	6	1	0
fat000991	0	1	0	2	0	1
fat000992	0	0	0	2	0	1
fat000993	0	2	0	3	1	0
fat000994	0	2	0	2	0	1
fat000995	0	0	0	3	2	0
fat000996	2	8	-1	12	3	1
fat000997	1	3	1	5	0	0
fat000998	0	0	-1	3	0	0
fat000999	0	3	1	3	0	1
fat001000	0	0	0	8	1	0
fat001001	0	1	0	9	2	0
fat001002	5	4	3	19	2	1
fat001003	1	4	-1	12	1	1
fat001004	1	0	-1	9	0	0
fat001005	1	0	0	9	1	0
fat001006	0	1	1	6	-1	0
fat001007	2	0	0	10	-1	0
fat001008	0	0	-1	1	0	1
fat001009	0	1	0	8	2	0
fat001010	1	0	0	2	-1	0
fat001011	1	1	-1	6	2	0
fat001012	0	0	1	5	1	1
fat001013	0	1	1	3	0	0
fat001014	0	0	-1	2	1	0
fat001015	1	0	0	4	0	1
fat001016	3	3	0	7	2	1
fat001017	2	1	-1	8	0	0
fat001018	2	4	-1	12	4	0
fat001019	2	5	1	3	0	0
fat001020	2	4	-2	3	4	2
fat001021	1	1	-1	3	3	0
fat001022	3	3	2	4	1	0
fat001023	1	1	0	8	3	-1
fat001024	1	1	2	4	1	1
fat001025	0	0	0	0	1	0
fat001026	2	4	0	8	5	0
fat001027	1	1	0	2	1	0
fat001028	0	4	-1	2	2	1
fat001029	5	5	3	6	1	0
fat001030	1	2	0	5	1	0
fat001031	0	1	0	3	1	0
fat001032	2	3	1	7	5	0
fat001033	2	1	-1	7	1	0
fat001034	1	1	-1	11	10	0
fat001035	1	1	0	1	0	0
fat001036	0	1	-1	1	2	1
fat001037	0	1	0	3	1	2
fat001038	1	3	-1	2	1	0
fat001039	3	5	3	1	0	1
fat001040	3	2	0	2	1	1
fat001041	1	3	1	1	1	0
fat001042	1	4	0	6	1	0
fat001043	0	0	0	0	0	0
fat001044	1	3	1	2	0	2
fat001045	3	7	-1	9	7	2
fat001046	0	3	0	1	3	0
fat001047	2	4	0	8	3	0
fat001048	0	1	-1	3	2	0
fat001049	0	2	0	0	0	0
fat001050	1	0	1	6	0	0
fat001051	0	1	0	3	2	0
fat001052	0	4	1	7	1	1
fat001053	1	2	-2	5	1	0
fat001054	1	0	0	1	2	0
fat001055	3	6	3	6	1	0
fat001056	0	1	0	3	0	0
fat001057	0	2	-1	0	1	0
fat001058	0	4	-1	3	0	1
fat001059	0	1	0	1	1	0
fat001060	4	6	3	5	1	1
fat001061	2	3	0	4	0	0
fat001062	0	0	0	0	1	0
fat001063	2	0	2	5	1	2
fat001064	1	1	0	3	0	0
fat001065	0	1	0	0	0	2
fat001066	0	0	-1	3	0	0
fat001067	1	3	0	1	2	0
fat001068	2	6	0	6	-1	1
fat001069	1	2	1	3	0	0
fat001070	0	1	0	1	0	0
fat001071	2	0	0	3	0	0
fat001072	4	3	0	7	3	0
fat001073	3	1	2	6	2	0
fat001074	0	3	1	3	0	0
fat001075	1	3	0	0	1	0
fat001076	0	0	0	1	0	0
fat001077	0	1	0	1	0	0
fat001078	1	2	1	1	1	1
fat001079	0	5	0	1	0	0
fat001080	1	3	0	0	0	0
fat001081	0	0	0	0	2	0
fat001082	0	4	-2	13	3	0
fat001083	2	1	-1	5	2	0
fat001084	2	1	-1	4	2	0
fat001085	1	3	-1	5	1	0
fat001086	0	2	-1	5	1	0
fat001087	0	4	-1	2	0	0
fat001088	0	2	0	3	1	0
fat001089	0	7	-1	4	3	0
fat001090	0	1	-1	0	0	0
fat001091	0	2	-1	3	1	0
fat001092	0	2	0	2	0	0
fat001093	0	4	2	4	3	1
fat001094	1	0	-1	3	1	0
fat001095	0	3	1	4	0	0
fat001096	1	0	0	0	1	0
fat001097	1	0	0	3	9	0
fat001098	0	3	-2	5	0	0
fat001099	0	2	0	3	1	1
fat001100	0	2	0	5	1	0
fat001101	1	1	-1	6	0	0
fat001102	0	1	-1	4	2	1
fat001103	0	2	-1	10	2	0
fat001104	0	2	-1	2	1	0
fat001105	1	1	-1	3	9	0
fat001106	4	0	0	2	1	0
fat001107	5	5	6	1	0	1
fat001108	2	3	-1	4	1	0
fat001109	1	1	0	8	0	0
fat001110	1	3	0	4	1	0
fat001111	0	2	1	3	0	0
fat001112	0	2	-1	2	2	1
fat001113	1	5	-1	3	0	2
fat001114	2	0	-1	3	0	0
fat001115	2	2	0	3	0	1
fat001116	0	1	-1	3	2	0
fat001117	0	2	-1	3	2	0
fat001118	0	2	-1	1	1	0
fat001119	0	1	-1	5	0	0
fat001120	0	0	1	2	0	0
fat001121	0	2	-1	2	2	1
fat001122	0	1	1	3	0	0
fat001123	0	3	-1	1	1	0
fat001124	0	10	-1	6	6	0
fat001125	1	2	0	4	2	0
fat001126	0	4	-1	4	4	0
fat001127	0	1	-1	4	3	0
fat001128	0	4	-3	7	0	0
fat001129	0	1	-1	9	2	0
fat001130	0	0	0	10	0	0
fat001131	1	0	0	2	1	0
fat001132	1	1	1	4	1	0
fat001133	0	0	0	3	0	0
fat001134	0	0	-1	9	0	0
fat001135	1	0	0	2	9	0
fat001136	2	4	2	2	1	0
fat001137	2	4	0	0	0	0
fat001138	1	2	0	7	2	0
fat001139	0	1	0	6	0	0
fat001140	0	0	0	3	0	0
fat001141	0	0	0	11	0	0
fat001142	0	0	0	5	0	0
fat001143	0	1	0	2	2	0
fat001144	0	5	-1	3	0	0
fat001145	0	1	2	1	0	0
fat001146	0	2	-1	4	1	0
fat001147	0	2	0	1	0	0
fat001148	0	4	2	0	0	0
fat001149	0	5	-1	2	0	0
fat001150	1	8	-1	3	0	0
fat001151	0	2	1	0	0	0
fat001152	0	5	0	2	0	0
fat001153	0	2	1	1	2	0
fat001154	1	0	1	12	1	0
fat001155	0	0	0	6	1	0
fat001156	1	0	0	5	3	0
fat001157	0	0	0	8	0	0
fat001158	2	4	1	5	1	0
fat001159	2	4	0	0	0	0
fat001160	0	2	0	6	1	0
fat001161	0	2	-1	9	1	0
fat001162	0	8	0	7	1	0
fat001163	0	0	0	11	0	0
fat001164	0	2	0	5	0	0
fat001165	0	0	-1	5	0	0
fat001166	0	0	0	4	0	0
fat001167	0	3	1	9	1	0
fat001168	0	0	-1	10	0	0
fat001169	1	2	-1	5	1	0
fat001170	0	2	0	7	2	0
fat001171	0	0	0	3	0	0
fat001172	0	0	0	5	0	0
fat001173	0	1	0	2	0	0
fat001174	0	1	0	2	2	0
fat001175	1	0	0	3	9	0
fat001176	3	3	2	4	1	0
fat001177	0	2	-1	3	-1	0
fat001178	1	2	-1	3	9	0
fat001179	1	2	-1	5	2	0
fat001180	0	1	0	3	1	0
fat001181	0	2	0	6	2	0
fat001182	1	2	0	5	3	0
fat001183	3	1	6	0	1	0
fat001184	3	1	5	0	0	0
fat001185	3	1	2	0	0	0
fat001186	7	2	7	0	0	0
fat001187	5	1	1	0	1	0
fat001188	7	1	2	0	0	0
fat001189	2	1	1	0	0	0
fat001190	2	1	3	1	0	0
fat001191	1	0	5	1	0	0
fat001192	2	0	4	0	0	0
fat001193	0	0	5	0	1	1
fat001194	1	1	2	1	2	0
fat001195	2	3	1	0	1	0
fat001196	1	1	0	1	1	-1
fat001197	1	1	1	0	1	0
fat001198	1	2	0	1	0	0
fat001199	1	1	1	0	2	0
fat001200	0	2	0	1	0	0
fat001201	1	1	1	1	1	0
fat001202	1	1	1	0	0	0
fat001203	0	0	2	0	0	0
fat001204	2	0	3	0	0	-1
fat001205	1	0	3	0	0	0
fat001206	0	0	3	0	0	0
fat001207	1	1	2	0	1	1
fat001208	1	1	2	0	0	0
fat001209	1	1	1	0	0	0
fat001210	3	2	1	0	1	0
fat001211	0	1	2	1	0	0
fat001212	3	1	1	1	0	0
fat001213	3	0	2	1	1	0
fat001214	5	-1	3	1	0	0
fat001215	4	2	0	1	0	0
fat001216	0	0	6	1	1	0
fat001217	0	1	0	0	0	0
fat001218	0	0	5	0	1	0
fat001219	1	1	1	0	0	0
fat001220	3	2	5	0	0	0
fat001221	1	6	4	0	0	0
fat001222	3	2	2	1	-1	0
fat001223	2	-1	5	1	0	0
fat001224	3	1	3	0	2	1
fat001225	1	0	1	1	0	1
fat001226	1	1	13	0	1	0
fat001227	0	1	3	0	1	0
fat001228	0	0	2	0	0	0
fat001229	0	0	1	0	0	0
fat001230	1	1	6	2	0	0
fat001231	1	2	6	2	0	0
fat001232	0	2	1	1	0	0
fat001233	1	1	2	0	0	0
fat001234	1	2	6	0	0	0
fat001235	0	2	2	0	0	0
fat001236	0	0	8	0	1	0
fat001237	1	0	10	0	1	0
fat001238	1	0	7	0	0	0
fat001239	0	0	3	0	0	0
fat001240	1	0	5	0	0	1
fat001241	0	1	3	1	0	0
fat001242	4	0	8	1	1	1
fat001243	0	2	3	0	0	0
fat001244	3	2	6	1	0	0
fat001245	1	0	2	0	0	0
fat001246	1	0	1	1	0	0
fat001247	4	0	4	1	0	0
fat001248	7	1	1	1	1	0
fat001249	3	0	5	0	1	0
fat001250	2	0	2	1	1	2
fat001251	0	1	5	0	0	0
fat001252	0	0	2	1	0	-1
fat001253	0	0	1	0	0	0
fat001254	1	1	2	0	0	0
fat001255	0	0	3	1	1	0
fat001256	2	2	1	0	2	0
fat001257	1	1	0	0	0	0
fat001258	1	0	7	1	0	1
fat001259	0	0	5	1	0	0
fat001260	0	0	4	1	0	0
fat001261	0	0	5	0	0	0
fat001262	0	0	4	0	1	1
fat001263	1	0	7	1	0	1
fat001264	1	0	6	0	0	0
fat001265	1	0	8	0	0	0
fat001266	0	2	3	1	0	0
fat001267	0	2	2	0	0	1
fat001268	1	1	2	0	0	0
fat001269	1	0	4	2	0	1
fat001270	2	0	6	1	2	1
fat001271	0	3	0	0	2	0
fat001272	0	2	4	0	1	0
fat001273	0	0	3	0	0	0
fat001274	0	0	5	1	0	0
fat001275	0	0	5	0	0	1
fat001276	1	0	1	0	0	0
fat001277	1	1	6	0	0	0
fat001278	5	1	3	0	1	0
fat001279	0	0	3	2	0	0
fat001280	5	0	4	1	0	1
fat001281	2	3	5	0	0	0
fat001282	1	1	3	0	0	0
fat001283	3	0	2	1	1	0
fat001284	3	1	2	0	0	0
fat001285	1	2	3	0	1	0
fat001286	0	1	2	0	0	0
fat001287	1	1	5	1	0	1
fat001288	1	1	1	0	0	0
fat001289	2	2	1	0	0	1
fat001290	1	1	1	0	0	1
fat001291	1	0	4	1	0	1
fat001292	4	3	2	-1	-1	0
fat001293	0	1	1	0	0	-1
fat001294	1	2	0	0	0	0
fat001295	0	0	6	1	0	0
fat001296	3	0	7	0	2	1
fat001297	0	0	0	0	0	0
fat001298	0	1	4	1	0	1
fat001299	2	0	2	2	1	0
fat001300	0	0	2	1	2	0
fat001301	1	3	2	0	0	1
fat001302	0	1	1	0	0	0
fat001303	2	2	6	0	0	0
fat001304	0	0	6	1	0	1
